"DateTime";"basin_somalia RAINFALL";"basin_somalia S10 TOC NDVI";"Somalia7_2nd_river RAINFALL";"Somalia7_2nd_river S10 TOC NDVI"
"2019-12-01 00:00:00";10,783333333333331;0,52;4,11;0,59
"2020-01-01 00:00:00";3,5700000000000003;0,3933333333333333;0,7033333333333333;0,4366666666666667
"2020-02-01 00:00:00";2,4133333333333336;0,3033333333333333;0,52;0,25
"2020-03-01 00:00:00";19,116666666666667;0,26666666666666666;8,876666666666667;0,19666666666666668
"2020-04-01 00:00:00";62,76;0,41;22,723333333333333;0,20999999999999996
"2020-05-01 00:00:00";19,38;0,5033333333333333;21,400000000000002;0,3333333333333333
"2020-06-01 00:00:00";7,036666666666666;0,3733333333333333;0,7166666666666668;0,20333333333333334
"2020-07-01 00:00:00";10,176666666666668;0,29000000000000004;1,2466666666666668;0,18
"2020-08-01 00:00:00";10,06;0,2833333333333334;0,09666666666666666;0,18999999999999997
"2020-09-01 00:00:00";;0,3033333333333333;;0,1466666666666667
"2020-10-01 00:00:00";;0,3566666666666667;;0,22666666666666668
"2020-11-01 00:00:00";;0,44;;0,31
