"DateTime";"basin_somalia RAINFALL";"basin_somalia S10 TOC NDVI";"Somalia1_nocrop RAINFALL";"Somalia1_nocrop S10 TOC NDVI"
"2016-01-01 00:00:00";2,57;0,2966666666666667;0,37333333333333335;0,16
"2016-02-01 00:00:00";3,1366666666666667;0,25;0,5900000000000001;0,16
"2016-03-01 00:00:00";4,916666666666667;0,24;0,8366666666666666;0,15333333333333332
"2016-04-01 00:00:00";51,28999999999999;0,28;14,986666666666665;0,15000000000000002
"2016-05-01 00:00:00";21,926666666666666;0,43;26,756666666666664;0,16333333333333333
"2016-06-01 00:00:00";6,170000000000001;0,33;21,976666666666663;0,16
"2016-07-01 00:00:00";5,266666666666667;0,2733333333333334;8,626666666666667;0,14666666666666667
"2016-08-01 00:00:00";6,64;0,25;10,55;0,16
"2016-09-01 00:00:00";6,583333333333333;0,25;4,636666666666667;0,1366666666666667
"2016-10-01 00:00:00";11,75;0,25;2,19;0,1366666666666667
"2016-11-01 00:00:00";17,956666666666667;0,30666666666666664;8,85;0,1366666666666667
"2016-12-01 00:00:00";4,47;0,33;1,5;0,14
"2017-01-01 00:00:00";1,395;0,26333333333333336;0,45499999999999996;0,14333333333333334
"2017-02-01 00:00:00";2,9766666666666666;0,22;0,41333333333333333;0,13
"2017-03-01 00:00:00";6,676666666666667;0,21666666666666667;0,7666666666666666;0,1366666666666667
"2017-04-01 00:00:00";27,956666666666667;0,26;31,403333333333332;0,13
"2017-05-01 00:00:00";25,52;0,35666666666666663;34,45666666666667;0,15666666666666665
"2017-06-01 00:00:00";4,116666666666667;0,2966666666666667;19,436666666666667;0,22
"2017-07-01 00:00:00";6,596666666666667;0,22333333333333336;10,719999999999999;0,31
"2017-08-01 00:00:00";7,7;0,22333333333333336;10,756666666666666;0,22
"2017-09-01 00:00:00";10,389999999999999;0,24;6,77;0,14
"2017-10-01 00:00:00";21,066666666666666;0,27666666666666667;3,09;0,14333333333333334
"2017-11-01 00:00:00";23,44333333333333;0,39666666666666667;21,400000000000002;0,13
"2017-12-01 00:00:00";1,6266666666666667;0,3333333333333333;1,3266666666666669;0,16333333333333333
"2018-01-01 00:00:00";1,1500000000000001;0,25666666666666665;0,37000000000000005;0,19000000000000003
"2018-02-01 00:00:00";4,673333333333333;0,22;0,43;0,22999999999999998
"2018-03-01 00:00:00";21,913333333333338;0,27;9,943333333333333;0,22
"2018-04-01 00:00:00";73,37666666666667;0,43;42,37;0,22
"2018-05-01 00:00:00";31,149999999999995;0,5;87,12;0,3166666666666667
"2018-06-01 00:00:00";7,576666666666665;0,38999999999999996;22,146666666666665;0,38000000000000006
"2018-07-01 00:00:00";5,093333333333334;0,31666666666666665;11,006666666666668;0,39666666666666667
"2018-08-01 00:00:00";7,706666666666666;0,27;10,700000000000001;0,31
"2018-09-01 00:00:00";7,633333333333333;0,27666666666666667;3,5533333333333332;0,30000000000000004
"2018-10-01 00:00:00";21,003333333333334;0,3033333333333333;2,92;0,19333333333333333
"2018-11-01 00:00:00";12,723333333333334;0,39999999999999997;7,03;0,19000000000000003
"2018-12-01 00:00:00";12,209999999999999;0,3633333333333333;3,5100000000000002;0,17666666666666667
"2019-01-01 00:00:00";1,5633333333333332;0,29000000000000004;0,33666666666666667;0,16666666666666666
"2019-02-01 00:00:00";2,1066666666666665;0,24333333333333332;0,45;0,16
"2019-03-01 00:00:00";5,34;0,23;0,7866666666666666;0,15333333333333332
"2019-04-01 00:00:00";21,76;0,25333333333333335;10,26;0,15
"2019-05-01 00:00:00";30,769999999999996;0,3433333333333333;36,47;0,1366666666666667
"2019-06-01 00:00:00";9,36;0,30000000000000004;11,576666666666668;0,16666666666666666
"2019-07-01 00:00:00";8,053333333333333;0,28;11,246666666666668;0,17
"2019-08-01 00:00:00";6,626666666666666;0,24333333333333332;12,963333333333333;0,24333333333333332
"2019-09-01 00:00:00";9,286666666666667;0,24333333333333332;4,973333333333334;0,24333333333333332
"2019-10-01 00:00:00";68,22;0,39666666666666667;5,37;0,19333333333333336
"2019-11-01 00:00:00";47,35333333333333;0,5166666666666667;32,916666666666664;0,24666666666666667
"2019-12-01 00:00:00";10,783333333333331;0,52;5,323333333333333;0,26
"2020-01-01 00:00:00";3,5700000000000003;0,3933333333333333;0,4533333333333333;0,2333333333333333
"2020-02-01 00:00:00";2,4133333333333336;0,3033333333333333;0,43;0,23666666666666666
"2020-03-01 00:00:00";19,116666666666667;0,26666666666666666;2,21;0,2333333333333333
"2020-04-01 00:00:00";62,76;0,41;53,82333333333333;0,17666666666666667
"2020-05-01 00:00:00";19,38;0,5033333333333333;23,616666666666664;0,3133333333333333
"2020-06-01 00:00:00";7,036666666666666;0,3733333333333333;36,913333333333334;0,4033333333333333
"2020-07-01 00:00:00";10,176666666666668;0,29000000000000004;29,966666666666665;0,5033333333333333
"2020-08-01 00:00:00";10,06;0,2833333333333334;9,299999999999999;0,4466666666666667
"2020-09-01 00:00:00";;0,3033333333333333;;0,44333333333333336
"2020-10-01 00:00:00";;0,3566666666666667;;0,32
"2020-11-01 00:00:00";;0,44;;0,28
