"DateTime";"basin_somalia RAINFALL";"basin_somalia S10 TOC NDVI";"Somalia1_nocrop RAINFALL";"Somalia1_nocrop S10 TOC NDVI"
"2013-12-01 00:00:00";;0,35;;0,37
"2014-01-01 00:00:00";1,1866666666666665;0,2933333333333334;0,37000000000000005;0,3133333333333333
"2014-02-01 00:00:00";2,8966666666666665;0,24666666666666667;0,5333333333333333;0,26666666666666666
"2014-03-01 00:00:00";13,826666666666668;0,26;1,7033333333333334;0,23666666666666666
"2014-04-01 00:00:00";28,473333333333333;0,3333333333333333;19,28333333333333;0,21
"2014-05-01 00:00:00";30,320000000000004;0,36000000000000004;37,70666666666667;0,20000000000000004
"2014-06-01 00:00:00";4,63;0,2933333333333334;42,01;0,3133333333333333
"2014-07-01 00:00:00";6,599999999999999;0,22999999999999998;13,253333333333332;0,41500000000000004
"2014-08-01 00:00:00";9,196666666666667;0,2333333333333333;12,963333333333333;0,33666666666666667
"2014-09-01 00:00:00";8,596666666666666;0,25;5,593333333333334;0,22999999999999998
"2014-10-01 00:00:00";26,45;0,31666666666666665;2,8833333333333333;0,18333333333333335
"2014-11-01 00:00:00";18,91333333333333;0,42;21,62666666666667;0,17333333333333334
"2014-12-01 00:00:00";3,59;0,36000000000000004;1,4566666666666668;0,16666666666666666
"2015-01-01 00:00:00";1,4133333333333333;0,2733333333333334;0,3666666666666667;0,15333333333333332
"2015-02-01 00:00:00";2,0066666666666664;0,22666666666666666;0,43;0,15
"2015-03-01 00:00:00";8,92;0,22;7,266666666666667;0,14666666666666667
"2015-04-01 00:00:00";48,23;0,35000000000000003;30,586666666666662;0,15
"2015-05-01 00:00:00";20,44333333333333;0,39999999999999997;39,25666666666667;0,14333333333333334
"2015-06-01 00:00:00";6,23;0,31;19,736666666666668;0,20666666666666667
"2015-07-01 00:00:00";6,583333333333333;0,26666666666666666;13,253333333333332;0,32
"2015-08-01 00:00:00";5,18;0,25;11,730000000000002;0,49
"2015-09-01 00:00:00";6,046666666666667;0,25;5,936666666666667;0,41
"2015-10-01 00:00:00";30,396666666666665;0,3233333333333333;6,14;0,2333333333333333
"2015-11-01 00:00:00";23,319999999999997;0,4566666666666666;9,116666666666667;0,19333333333333333
"2015-12-01 00:00:00";5,63;0,39999999999999997;5,983333333333334;0,17333333333333334
